Observation,Region,Quarter,Year,Team_name,Elo
857,LCS,Summer,2017,Team Liquid,2606.6185897412997
857,LCS,Summer,2017,FlyQuest,2662.0118863186217
857,LCS,Summer,2017,Clutch Gaming,
857,LCS,Summer,2017,Dignitas,2736.2298851154137
857,LCS,Summer,2017,Cloud9,2816.374530406734
857,LCS,Summer,2017,Renegades,
857,LCS,Summer,2017,Immortals,2849.7450113980067
857,LCS,Summer,2017,Golden Guardians,
858,LCS,Summer,2017,Apex,
858,LCS,Summer,2017,FlyQuest,2662.0118863186217
858,LCS,Summer,2017,EnVyUs,2663.328810097591
858,LCS,Summer,2017,Team Impulse,
858,LCS,Summer,2017,OpTic Gaming,
858,LCS,Summer,2017,Golden Guardians,
858,LCS,Summer,2017,Dignitas,2736.2298851154137
858,LCS,Summer,2017,Team Liquid,2606.6185897412997
858,LCS,Summer,2017,Counter Logic Gaming,2770.5773331059536
858,LCS,Summer,2017,Renegades,
858,LCS,Summer,2017,100 Thieves,
858,LCS,Summer,2017,Clutch Gaming,
858,LCS,Summer,2017,Cloud9,2816.374530406734
858,LCS,Summer,2017,Phoenix1,2621.6448136051545
858,LCS,Summer,2017,NRG Esports,
858,LCS,Summer,2017,Team SoloMid,2906.5069151353337
858,LCS,Summer,2017,Immortals,2841.1217543859257
858,LCS,Summer,2017,Echo Fox,2614.2472173096044
858,LCS,Summer,2017,Flyquest,
859,LCS,Summer,2017,100 Thieves,
859,LCS,Summer,2017,Immortals,2852.9817834810447
859,LCS,Summer,2017,Team Impulse,
859,LCS,Summer,2017,Phoenix1,2621.6448136051545
859,LCS,Summer,2017,Dignitas,2736.2298851154137
859,LCS,Summer,2017,Golden Guardians,
859,LCS,Summer,2017,NRG Esports,
859,LCS,Summer,2017,Cloud9,2816.374530406734
859,LCS,Summer,2017,Renegades,
859,LCS,Summer,2017,Apex,
859,LCS,Summer,2017,Echo Fox,2614.2472173096044
859,LCS,Summer,2017,Team Liquid,2606.6185897412997
859,LCS,Summer,2017,FlyQuest,2662.0118863186217
859,LCS,Summer,2017,Flyquest,
859,LCS,Summer,2017,Counter Logic Gaming,2770.5773331059536
859,LCS,Summer,2017,EnVyUs,2663.328810097591
859,LCS,Summer,2017,Team SoloMid,2894.6468860402147
859,LCS,Summer,2017,OpTic Gaming,
859,LCS,Summer,2017,Clutch Gaming,
860,LCS,Summer,2017,NRG Esports,
860,LCS,Summer,2017,Team Liquid,2606.6185897412997
860,LCS,Summer,2017,Cloud9,2816.374530406734
860,LCS,Summer,2017,Phoenix1,2621.6448136051545
860,LCS,Summer,2017,Clutch Gaming,
860,LCS,Summer,2017,Echo Fox,2614.2472173096044
860,LCS,Summer,2017,Immortals,2844.1752856626767
860,LCS,Summer,2017,Flyquest,
860,LCS,Summer,2017,Team SoloMid,2903.4533838585826
860,LCS,Summer,2017,Golden Guardians,
860,LCS,Summer,2017,Counter Logic Gaming,2770.5773331059536
860,LCS,Summer,2017,Dignitas,2736.2298851154137
860,LCS,Summer,2017,OpTic Gaming,
860,LCS,Summer,2017,100 Thieves,
860,LCS,Summer,2017,Renegades,
860,LCS,Summer,2017,Team Impulse,
860,LCS,Summer,2017,FlyQuest,2662.0118863186217
860,LCS,Summer,2017,Apex,
860,LCS,Summer,2017,EnVyUs,2663.328810097591
861,LCS,Summer,2017,Apex,
861,LCS,Summer,2017,Flyquest,
861,LCS,Summer,2017,Team Liquid,2606.6185897412997
861,LCS,Summer,2017,OpTic Gaming,
861,LCS,Summer,2017,Cloud9,2816.374530406734
861,LCS,Summer,2017,FlyQuest,2662.0118863186217
861,LCS,Summer,2017,Team SoloMid,2911.7635878784936
861,LCS,Summer,2017,Counter Logic Gaming,2770.5773331059536
861,LCS,Summer,2017,Renegades,
861,LCS,Summer,2017,Immortals,2835.8650816427657
861,LCS,Summer,2017,EnVyUs,2663.328810097591
861,LCS,Summer,2017,Golden Guardians,
861,LCS,Summer,2017,Dignitas,2736.2298851154137
861,LCS,Summer,2017,Team Impulse,
861,LCS,Summer,2017,Phoenix1,2621.6448136051545
861,LCS,Summer,2017,Clutch Gaming,
861,LCS,Summer,2017,100 Thieves,
861,LCS,Summer,2017,Echo Fox,2614.2472173096044
861,LCS,Summer,2017,NRG Esports,
862,LCS,Summer,2017,100 Thieves,
862,LCS,Summer,2017,Counter Logic Gaming,2770.5773331059536
862,LCS,Summer,2017,Cloud9,2816.374530406734
862,LCS,Summer,2017,Golden Guardians,
862,LCS,Summer,2017,Dignitas,2724.1256296029064
862,LCS,Summer,2017,Apex,
862,LCS,Summer,2017,Renegades,
862,LCS,Summer,2017,Team Impulse,
862,LCS,Summer,2017,Team SoloMid,2911.7635878784936
862,LCS,Summer,2017,Echo Fox,2614.2472173096044
862,LCS,Summer,2017,EnVyUs,2663.328810097591
862,LCS,Summer,2017,FlyQuest,2674.116141831129
862,LCS,Summer,2017,Flyquest,
862,LCS,Summer,2017,Phoenix1,2621.6448136051545
862,LCS,Summer,2017,NRG Esports,
862,LCS,Summer,2017,Clutch Gaming,
862,LCS,Summer,2017,OpTic Gaming,
862,LCS,Summer,2017,Team Liquid,2606.6185897412997
862,LCS,Summer,2017,Immortals,2835.8650816427657
863,LCS,Summer,2017,Echo Fox,2614.2472173096044
863,LCS,Summer,2017,100 Thieves,
863,LCS,Summer,2017,Counter Logic Gaming,2770.5773331059536
863,LCS,Summer,2017,Cloud9,2816.374530406734
863,LCS,Summer,2017,Golden Guardians,
863,LCS,Summer,2017,OpTic Gaming,
863,LCS,Summer,2017,Flyquest,
863,LCS,Summer,2017,Phoenix1,2621.6448136051545
863,LCS,Summer,2017,EnVyUs,2663.328810097591
863,LCS,Summer,2017,Team Liquid,2606.6185897412997
863,LCS,Summer,2017,Apex,
863,LCS,Summer,2017,Renegades,
863,LCS,Summer,2017,Clutch Gaming,
863,LCS,Summer,2017,FlyQuest,2685.545671679822
863,LCS,Summer,2017,Team Impulse,
863,LCS,Summer,2017,NRG Esports,
863,LCS,Summer,2017,Team SoloMid,2911.7635878784936
863,LCS,Summer,2017,Dignitas,2712.6960997542133
863,LCS,Summer,2017,Immortals,2835.8650816427657
864,LCS,Summer,2017,Team SoloMid,2911.7635878784936
864,LCS,Summer,2017,Renegades,
864,LCS,Summer,2017,Apex,
864,LCS,Summer,2017,100 Thieves,
864,LCS,Summer,2017,Team Impulse,
864,LCS,Summer,2017,FlyQuest,2696.3255370014226
864,LCS,Summer,2017,Phoenix1,2621.6448136051545
864,LCS,Summer,2017,Golden Guardians,
864,LCS,Summer,2017,NRG Esports,
864,LCS,Summer,2017,Counter Logic Gaming,2770.5773331059536
864,LCS,Summer,2017,OpTic Gaming,
864,LCS,Summer,2017,Flyquest,
864,LCS,Summer,2017,Cloud9,2816.374530406734
864,LCS,Summer,2017,Immortals,2835.8650816427657
864,LCS,Summer,2017,Dignitas,2701.916234432613
864,LCS,Summer,2017,Echo Fox,2614.2472173096044
864,LCS,Summer,2017,Team Liquid,2606.6185897412997
864,LCS,Summer,2017,Clutch Gaming,
864,LCS,Summer,2017,EnVyUs,2663.328810097591
865,LCS,Summer,2017,Team Liquid,2606.6185897412997
865,LCS,Summer,2017,Dignitas,2701.916234432613
865,LCS,Summer,2017,Golden Guardians,
865,LCS,Summer,2017,Team Impulse,
865,LCS,Summer,2017,Apex,
865,LCS,Summer,2017,NRG Esports,
865,LCS,Summer,2017,Flyquest,
865,LCS,Summer,2017,Immortals,2835.8650816427657
865,LCS,Summer,2017,OpTic Gaming,
865,LCS,Summer,2017,Clutch Gaming,
865,LCS,Summer,2017,Echo Fox,2614.2472173096044
865,LCS,Summer,2017,Cloud9,2816.374530406734
865,LCS,Summer,2017,Counter Logic Gaming,2758.4721479207305
865,LCS,Summer,2017,EnVyUs,2663.328810097591
865,LCS,Summer,2017,Renegades,
865,LCS,Summer,2017,100 Thieves,
865,LCS,Summer,2017,FlyQuest,2708.4307221866457
865,LCS,Summer,2017,Team SoloMid,2911.7635878784936
865,LCS,Summer,2017,Phoenix1,2621.6448136051545
866,LCS,Summer,2017,Team Impulse,
866,LCS,Summer,2017,Team Liquid,2606.6185897412997
866,LCS,Summer,2017,Cloud9,2816.374530406734
866,LCS,Summer,2017,Flyquest,
866,LCS,Summer,2017,FlyQuest,2699.861152486599
866,LCS,Summer,2017,Team SoloMid,2911.7635878784936
866,LCS,Summer,2017,Echo Fox,2614.2472173096044
866,LCS,Summer,2017,EnVyUs,2663.328810097591
866,LCS,Summer,2017,Immortals,2835.8650816427657
866,LCS,Summer,2017,Dignitas,2701.916234432613
866,LCS,Summer,2017,OpTic Gaming,
866,LCS,Summer,2017,Apex,
866,LCS,Summer,2017,Clutch Gaming,
866,LCS,Summer,2017,Phoenix1,2621.6448136051545
866,LCS,Summer,2017,Golden Guardians,
866,LCS,Summer,2017,Counter Logic Gaming,2767.041717620777
866,LCS,Summer,2017,NRG Esports,
866,LCS,Summer,2017,100 Thieves,
866,LCS,Summer,2017,Renegades,
867,LCS,Summer,2017,FlyQuest,2691.7710212898755
867,LCS,Summer,2017,Echo Fox,2614.2472173096044
867,LCS,Summer,2017,Clutch Gaming,
867,LCS,Summer,2017,Team SoloMid,2911.7635878784936
867,LCS,Summer,2017,Counter Logic Gaming,2775.1318488175007
867,LCS,Summer,2017,100 Thieves,
867,LCS,Summer,2017,Cloud9,2816.374530406734
867,LCS,Summer,2017,Team Liquid,2606.6185897412997
867,LCS,Summer,2017,Apex,
867,LCS,Summer,2017,Phoenix1,2621.6448136051545
867,LCS,Summer,2017,Immortals,2835.8650816427657
867,LCS,Summer,2017,Golden Guardians,
867,LCS,Summer,2017,NRG Esports,
867,LCS,Summer,2017,Team Impulse,
867,LCS,Summer,2017,Dignitas,2701.916234432613
867,LCS,Summer,2017,Flyquest,
867,LCS,Summer,2017,OpTic Gaming,
867,LCS,Summer,2017,Renegades,
867,LCS,Summer,2017,EnVyUs,2663.328810097591
868,LCS,Summer,2017,Team Liquid,2606.6185897412997
868,LCS,Summer,2017,Echo Fox,2614.2472173096044
868,LCS,Summer,2017,Apex,
868,LCS,Summer,2017,Dignitas,2701.916234432613
868,LCS,Summer,2017,Phoenix1,2621.6448136051545
868,LCS,Summer,2017,FlyQuest,2691.7710212898755
868,LCS,Summer,2017,Team Impulse,
868,LCS,Summer,2017,OpTic Gaming,
868,LCS,Summer,2017,Golden Guardians,
868,LCS,Summer,2017,Flyquest,
868,LCS,Summer,2017,Immortals,2835.8650816427657
868,LCS,Summer,2017,100 Thieves,
868,LCS,Summer,2017,NRG Esports,
868,LCS,Summer,2017,Team SoloMid,2911.7635878784936
868,LCS,Summer,2017,Cloud9,2825.1930150235185
868,LCS,Summer,2017,Counter Logic Gaming,2766.313364200716
868,LCS,Summer,2017,EnVyUs,2663.328810097591
868,LCS,Summer,2017,Renegades,
868,LCS,Summer,2017,Clutch Gaming,
869,LCS,Summer,2017,Counter Logic Gaming,2757.9920172542797
869,LCS,Summer,2017,Apex,
869,LCS,Summer,2017,Immortals,2835.8650816427657
869,LCS,Summer,2017,Dignitas,2701.916234432613
869,LCS,Summer,2017,Clutch Gaming,
869,LCS,Summer,2017,Golden Guardians,
869,LCS,Summer,2017,100 Thieves,
869,LCS,Summer,2017,NRG Esports,
869,LCS,Summer,2017,FlyQuest,2691.7710212898755
869,LCS,Summer,2017,OpTic Gaming,
869,LCS,Summer,2017,Renegades,
869,LCS,Summer,2017,Team Impulse,
869,LCS,Summer,2017,Flyquest,
869,LCS,Summer,2017,Phoenix1,2621.6448136051545
869,LCS,Summer,2017,Cloud9,2833.5143619699547
869,LCS,Summer,2017,Team Liquid,2606.6185897412997
869,LCS,Summer,2017,EnVyUs,2663.328810097591
869,LCS,Summer,2017,Team SoloMid,2911.7635878784936
869,LCS,Summer,2017,Echo Fox,2614.2472173096044
870,LCS,Summer,2017,NRG Esports,
870,LCS,Summer,2017,Team SoloMid,2911.7635878784936
870,LCS,Summer,2017,100 Thieves,
870,LCS,Summer,2017,Apex,
870,LCS,Summer,2017,Immortals,2835.8650816427657
870,LCS,Summer,2017,FlyQuest,2691.7710212898755
870,LCS,Summer,2017,Team Impulse,
870,LCS,Summer,2017,OpTic Gaming,
870,LCS,Summer,2017,Team Liquid,2606.6185897412997
870,LCS,Summer,2017,Phoenix1,2621.6448136051545
870,LCS,Summer,2017,Counter Logic Gaming,2770.1321240467964
870,LCS,Summer,2017,Cloud9,2821.374255177438
870,LCS,Summer,2017,Renegades,
870,LCS,Summer,2017,Dignitas,2701.916234432613
870,LCS,Summer,2017,EnVyUs,2663.328810097591
870,LCS,Summer,2017,Flyquest,
870,LCS,Summer,2017,Golden Guardians,
870,LCS,Summer,2017,Clutch Gaming,
870,LCS,Summer,2017,Echo Fox,2614.2472173096044
871,LCS,Summer,2017,OpTic Gaming,
871,LCS,Summer,2017,NRG Esports,
871,LCS,Summer,2017,Echo Fox,2614.2472173096044
871,LCS,Summer,2017,Golden Guardians,
871,LCS,Summer,2017,Team Liquid,2606.6185897412997
871,LCS,Summer,2017,Cloud9,2829.9099897829874
871,LCS,Summer,2017,Apex,
871,LCS,Summer,2017,Immortals,2835.8650816427657
871,LCS,Summer,2017,Team SoloMid,2911.7635878784936
871,LCS,Summer,2017,Renegades,
871,LCS,Summer,2017,Team Impulse,
871,LCS,Summer,2017,EnVyUs,2663.328810097591
871,LCS,Summer,2017,100 Thieves,
871,LCS,Summer,2017,FlyQuest,2691.7710212898755
871,LCS,Summer,2017,Flyquest,
871,LCS,Summer,2017,Phoenix1,2621.6448136051545
871,LCS,Summer,2017,Clutch Gaming,
871,LCS,Summer,2017,Dignitas,2701.916234432613
871,LCS,Summer,2017,Counter Logic Gaming,2761.596389441247
872,LCS,Spring,2018,Renegades,
872,LCS,Spring,2018,Team Impulse,
872,LCS,Spring,2018,Phoenix1,
872,LCS,Spring,2018,Echo Fox,2614.2472173096044
872,LCS,Spring,2018,Flyquest,
872,LCS,Spring,2018,NRG Esports,
872,LCS,Spring,2018,Dignitas,
872,LCS,Spring,2018,Clutch Gaming,
872,LCS,Spring,2018,EnVyUs,
872,LCS,Spring,2018,FlyQuest,2691.7710212898755
872,LCS,Spring,2018,Cloud9,2829.9099897829874
872,LCS,Spring,2018,Apex,
872,LCS,Spring,2018,Team SoloMid,2894.708032383839
872,LCS,Spring,2018,Counter Logic Gaming,2761.596389441247
872,LCS,Spring,2018,Immortals,
872,LCS,Spring,2018,OpTic Gaming,
872,LCS,Spring,2018,100 Thieves,
872,LCS,Spring,2018,Golden Guardians,
872,LCS,Spring,2018,Team Liquid,2623.6741452359543
873,LCS,Spring,2018,Team SoloMid,2894.708032383839
873,LCS,Spring,2018,Team Liquid,2623.6741452359543
873,LCS,Spring,2018,OpTic Gaming,2682.5
873,LCS,Spring,2018,EnVyUs,
873,LCS,Spring,2018,Team Impulse,
873,LCS,Spring,2018,Flyquest,
873,LCS,Spring,2018,Golden Guardians,2700.0
873,LCS,Spring,2018,Renegades,
873,LCS,Spring,2018,Phoenix1,
873,LCS,Spring,2018,Dignitas,
873,LCS,Spring,2018,Clutch Gaming,2700.0
873,LCS,Spring,2018,Counter Logic Gaming,2761.596389441247
873,LCS,Spring,2018,Immortals,
873,LCS,Spring,2018,100 Thieves,2717.5
873,LCS,Spring,2018,FlyQuest,2691.7710212898755
873,LCS,Spring,2018,Apex,
873,LCS,Spring,2018,Cloud9,2829.9099897829874
873,LCS,Spring,2018,NRG Esports,
873,LCS,Spring,2018,Echo Fox,2614.2472173096044
874,LCS,Spring,2018,100 Thieves,2717.5
874,LCS,Spring,2018,Immortals,
874,LCS,Spring,2018,Team Impulse,
874,LCS,Spring,2018,Counter Logic Gaming,2761.596389441247
874,LCS,Spring,2018,OpTic Gaming,2682.5
874,LCS,Spring,2018,Golden Guardians,2682.5
874,LCS,Spring,2018,FlyQuest,2691.7710212898755
874,LCS,Spring,2018,Clutch Gaming,2717.5
874,LCS,Spring,2018,Team Liquid,2623.6741452359543
874,LCS,Spring,2018,NRG Esports,
874,LCS,Spring,2018,Cloud9,2829.9099897829874
874,LCS,Spring,2018,EnVyUs,
874,LCS,Spring,2018,Phoenix1,
874,LCS,Spring,2018,Apex,
874,LCS,Spring,2018,Team SoloMid,2894.708032383839
874,LCS,Spring,2018,Flyquest,
874,LCS,Spring,2018,Dignitas,
874,LCS,Spring,2018,Renegades,
874,LCS,Spring,2018,Echo Fox,2614.2472173096044
875,LCS,Spring,2018,Echo Fox,2635.588479059278
875,LCS,Spring,2018,Team Liquid,2623.6741452359543
875,LCS,Spring,2018,Apex,
875,LCS,Spring,2018,Cloud9,2829.9099897829874
875,LCS,Spring,2018,Renegades,
875,LCS,Spring,2018,NRG Esports,
875,LCS,Spring,2018,100 Thieves,2717.5
875,LCS,Spring,2018,Clutch Gaming,2717.5
875,LCS,Spring,2018,Counter Logic Gaming,2761.596389441247
875,LCS,Spring,2018,Immortals,
875,LCS,Spring,2018,FlyQuest,2670.4297595402018
875,LCS,Spring,2018,Dignitas,
875,LCS,Spring,2018,Phoenix1,
875,LCS,Spring,2018,Team Impulse,
875,LCS,Spring,2018,EnVyUs,
875,LCS,Spring,2018,OpTic Gaming,2682.5
875,LCS,Spring,2018,Golden Guardians,2682.5
875,LCS,Spring,2018,Team SoloMid,2894.708032383839
875,LCS,Spring,2018,Flyquest,
876,LCS,Spring,2018,Cloud9,2844.012765574627
876,LCS,Spring,2018,Flyquest,
876,LCS,Spring,2018,Apex,
876,LCS,Spring,2018,OpTic Gaming,2682.5
876,LCS,Spring,2018,Phoenix1,
876,LCS,Spring,2018,100 Thieves,2717.5
876,LCS,Spring,2018,Clutch Gaming,2717.5
876,LCS,Spring,2018,FlyQuest,2670.4297595402018
876,LCS,Spring,2018,EnVyUs,
876,LCS,Spring,2018,Team Impulse,
876,LCS,Spring,2018,Echo Fox,2635.588479059278
876,LCS,Spring,2018,Dignitas,
876,LCS,Spring,2018,Renegades,
876,LCS,Spring,2018,Counter Logic Gaming,2747.4936136496076
876,LCS,Spring,2018,NRG Esports,
876,LCS,Spring,2018,Immortals,
876,LCS,Spring,2018,Team Liquid,2623.6741452359543
876,LCS,Spring,2018,Team SoloMid,2894.708032383839
876,LCS,Spring,2018,Golden Guardians,2682.5
877,LCS,Spring,2018,Apex,
877,LCS,Spring,2018,FlyQuest,2670.4297595402018
877,LCS,Spring,2018,100 Thieves,2717.5
877,LCS,Spring,2018,OpTic Gaming,2662.0649905262458
877,LCS,Spring,2018,Team SoloMid,2894.708032383839
877,LCS,Spring,2018,Team Liquid,2644.1091547097085
877,LCS,Spring,2018,Flyquest,
877,LCS,Spring,2018,Cloud9,2844.012765574627
877,LCS,Spring,2018,Phoenix1,
877,LCS,Spring,2018,Golden Guardians,2682.5
877,LCS,Spring,2018,Dignitas,
877,LCS,Spring,2018,Renegades,
877,LCS,Spring,2018,EnVyUs,
877,LCS,Spring,2018,Echo Fox,2635.588479059278
877,LCS,Spring,2018,Team Impulse,
877,LCS,Spring,2018,Counter Logic Gaming,2747.4936136496076
877,LCS,Spring,2018,NRG Esports,
877,LCS,Spring,2018,Clutch Gaming,2717.5
877,LCS,Spring,2018,Immortals,
878,LCS,Spring,2018,Dignitas,
878,LCS,Spring,2018,FlyQuest,2697.8811267784713
878,LCS,Spring,2018,Golden Guardians,2682.5
878,LCS,Spring,2018,Renegades,
878,LCS,Spring,2018,Team SoloMid,2867.2566651455695
878,LCS,Spring,2018,Cloud9,2844.012765574627
878,LCS,Spring,2018,NRG Esports,
878,LCS,Spring,2018,Team Liquid,2644.1091547097085
878,LCS,Spring,2018,OpTic Gaming,2662.0649905262458
878,LCS,Spring,2018,100 Thieves,2717.5
878,LCS,Spring,2018,Apex,
878,LCS,Spring,2018,Counter Logic Gaming,2747.4936136496076
878,LCS,Spring,2018,Clutch Gaming,2717.5
878,LCS,Spring,2018,Immortals,
878,LCS,Spring,2018,Flyquest,
878,LCS,Spring,2018,Phoenix1,
878,LCS,Spring,2018,Echo Fox,2635.588479059278
878,LCS,Spring,2018,EnVyUs,
878,LCS,Spring,2018,Team Impulse,
879,LCS,Spring,2018,OpTic Gaming,2662.0649905262458
879,LCS,Spring,2018,Dignitas,
879,LCS,Spring,2018,FlyQuest,2697.8811267784713
879,LCS,Spring,2018,Team Liquid,2644.1091547097085
879,LCS,Spring,2018,Cloud9,2844.012765574627
879,LCS,Spring,2018,Phoenix1,
879,LCS,Spring,2018,Immortals,
879,LCS,Spring,2018,NRG Esports,
879,LCS,Spring,2018,Apex,
879,LCS,Spring,2018,Renegades,
879,LCS,Spring,2018,Team SoloMid,2867.2566651455695
879,LCS,Spring,2018,Golden Guardians,2682.5
879,LCS,Spring,2018,Echo Fox,2635.588479059278
879,LCS,Spring,2018,Flyquest,
879,LCS,Spring,2018,Team Impulse,
879,LCS,Spring,2018,EnVyUs,
879,LCS,Spring,2018,Counter Logic Gaming,2728.4866057172635
879,LCS,Spring,2018,Clutch Gaming,2717.5
879,LCS,Spring,2018,100 Thieves,2736.507007932344
880,LCS,Spring,2018,Phoenix1,
880,LCS,Spring,2018,Team SoloMid,2867.2566651455695
880,LCS,Spring,2018,Cloud9,2853.91696114333
880,LCS,Spring,2018,Team Liquid,2644.1091547097085
880,LCS,Spring,2018,OpTic Gaming,2662.0649905262458
880,LCS,Spring,2018,Immortals,
880,LCS,Spring,2018,Renegades,
880,LCS,Spring,2018,Echo Fox,2635.588479059278
880,LCS,Spring,2018,Flyquest,
880,LCS,Spring,2018,Team Impulse,
880,LCS,Spring,2018,Clutch Gaming,2717.5
880,LCS,Spring,2018,Apex,
880,LCS,Spring,2018,Dignitas,
880,LCS,Spring,2018,EnVyUs,
880,LCS,Spring,2018,100 Thieves,2736.507007932344
880,LCS,Spring,2018,Counter Logic Gaming,2728.4866057172635
880,LCS,Spring,2018,FlyQuest,2697.8811267784713
880,LCS,Spring,2018,Golden Guardians,2672.595804431297
880,LCS,Spring,2018,NRG Esports,
881,LCS,Spring,2018,Immortals,
881,LCS,Spring,2018,Apex,
881,LCS,Spring,2018,100 Thieves,2736.507007932344
881,LCS,Spring,2018,Team Liquid,2644.1091547097085
881,LCS,Spring,2018,Dignitas,
881,LCS,Spring,2018,Renegades,
881,LCS,Spring,2018,Flyquest,
881,LCS,Spring,2018,Golden Guardians,2672.595804431297
881,LCS,Spring,2018,FlyQuest,2697.8811267784713
881,LCS,Spring,2018,Team Impulse,
881,LCS,Spring,2018,Clutch Gaming,2695.9489738953143
881,LCS,Spring,2018,Cloud9,2853.91696114333
881,LCS,Spring,2018,Echo Fox,2657.139505163964
881,LCS,Spring,2018,Team SoloMid,2867.2566651455695
881,LCS,Spring,2018,EnVyUs,
881,LCS,Spring,2018,NRG Esports,
881,LCS,Spring,2018,Phoenix1,
881,LCS,Spring,2018,OpTic Gaming,2662.0649905262458
881,LCS,Spring,2018,Counter Logic Gaming,2728.4866057172635
882,LCS,Spring,2018,Echo Fox,2657.139505163964
882,LCS,Spring,2018,Renegades,
882,LCS,Spring,2018,Golden Guardians,2672.595804431297
882,LCS,Spring,2018,Immortals,
882,LCS,Spring,2018,Counter Logic Gaming,2709.3524906812263
882,LCS,Spring,2018,Flyquest,
882,LCS,Spring,2018,Phoenix1,
882,LCS,Spring,2018,Dignitas,
882,LCS,Spring,2018,OpTic Gaming,2662.0649905262458
882,LCS,Spring,2018,Team SoloMid,2867.2566651455695
882,LCS,Spring,2018,Apex,
882,LCS,Spring,2018,Cloud9,2853.91696114333
882,LCS,Spring,2018,NRG Esports,
882,LCS,Spring,2018,Clutch Gaming,2715.0830889313515
882,LCS,Spring,2018,Team Impulse,
882,LCS,Spring,2018,100 Thieves,2736.507007932344
882,LCS,Spring,2018,Team Liquid,2644.1091547097085
882,LCS,Spring,2018,FlyQuest,2697.8811267784713
882,LCS,Spring,2018,EnVyUs,
883,LCS,Spring,2018,OpTic Gaming,2653.8455760415172
883,LCS,Spring,2018,Clutch Gaming,2715.0830889313515
883,LCS,Spring,2018,EnVyUs,
883,LCS,Spring,2018,Flyquest,
883,LCS,Spring,2018,FlyQuest,2697.8811267784713
883,LCS,Spring,2018,Cloud9,2853.91696114333
883,LCS,Spring,2018,Golden Guardians,2672.595804431297
883,LCS,Spring,2018,Echo Fox,2657.139505163964
883,LCS,Spring,2018,Team Impulse,
883,LCS,Spring,2018,Counter Logic Gaming,2709.3524906812263
883,LCS,Spring,2018,Team Liquid,2644.1091547097085
883,LCS,Spring,2018,Team SoloMid,2875.476079630298
883,LCS,Spring,2018,Renegades,
883,LCS,Spring,2018,NRG Esports,
883,LCS,Spring,2018,Apex,
883,LCS,Spring,2018,100 Thieves,2736.507007932344
883,LCS,Spring,2018,Dignitas,
883,LCS,Spring,2018,Phoenix1,
883,LCS,Spring,2018,Immortals,
884,LCS,Spring,2018,Counter Logic Gaming,2709.3524906812263
884,LCS,Spring,2018,Team SoloMid,2875.476079630298
884,LCS,Spring,2018,Cloud9,2827.444900585223
884,LCS,Spring,2018,FlyQuest,2697.8811267784713
884,LCS,Spring,2018,Clutch Gaming,2715.0830889313515
884,LCS,Spring,2018,Phoenix1,
884,LCS,Spring,2018,EnVyUs,
884,LCS,Spring,2018,Immortals,
884,LCS,Spring,2018,Apex,
884,LCS,Spring,2018,Dignitas,
884,LCS,Spring,2018,OpTic Gaming,2653.8455760415172
884,LCS,Spring,2018,NRG Esports,
884,LCS,Spring,2018,100 Thieves,2736.507007932344
884,LCS,Spring,2018,Renegades,
884,LCS,Spring,2018,Flyquest,
884,LCS,Spring,2018,Team Impulse,
884,LCS,Spring,2018,Golden Guardians,2672.595804431297
884,LCS,Spring,2018,Team Liquid,2644.1091547097085
884,LCS,Spring,2018,Echo Fox,2683.6115657220707
885,LCS,Spring,2018,EnVyUs,
885,LCS,Spring,2018,Team Liquid,2631.1564458475423
885,LCS,Spring,2018,Counter Logic Gaming,2709.3524906812263
885,LCS,Spring,2018,Immortals,
885,LCS,Spring,2018,Golden Guardians,2672.595804431297
885,LCS,Spring,2018,Team Impulse,
885,LCS,Spring,2018,OpTic Gaming,2653.8455760415172
885,LCS,Spring,2018,Cloud9,2827.444900585223
885,LCS,Spring,2018,Team SoloMid,2875.476079630298
885,LCS,Spring,2018,Apex,
885,LCS,Spring,2018,NRG Esports,
885,LCS,Spring,2018,100 Thieves,2749.4597167945103
885,LCS,Spring,2018,FlyQuest,2697.8811267784713
885,LCS,Spring,2018,Renegades,
885,LCS,Spring,2018,Echo Fox,2683.6115657220707
885,LCS,Spring,2018,Flyquest,
885,LCS,Spring,2018,Dignitas,
885,LCS,Spring,2018,Phoenix1,
885,LCS,Spring,2018,Clutch Gaming,2715.0830889313515
886,LCS,Spring,2018,Cloud9,2827.444900585223
886,LCS,Spring,2018,100 Thieves,2749.4597167945103
886,LCS,Spring,2018,Clutch Gaming,2715.0830889313515
886,LCS,Spring,2018,Echo Fox,2683.6115657220707
886,LCS,Spring,2018,NRG Esports,
886,LCS,Spring,2018,FlyQuest,2714.1097729205403
886,LCS,Spring,2018,Team SoloMid,2875.476079630298
886,LCS,Spring,2018,EnVyUs,
886,LCS,Spring,2018,Dignitas,
886,LCS,Spring,2018,Counter Logic Gaming,2709.3524906812263
886,LCS,Spring,2018,Golden Guardians,2656.367158289228
886,LCS,Spring,2018,Immortals,
886,LCS,Spring,2018,Flyquest,
886,LCS,Spring,2018,OpTic Gaming,2653.8455760415172
886,LCS,Spring,2018,Phoenix1,
886,LCS,Spring,2018,Apex,
886,LCS,Spring,2018,Team Impulse,
886,LCS,Spring,2018,Team Liquid,2631.1564458475423
886,LCS,Spring,2018,Renegades,
887,LCS,Spring,2018,Golden Guardians,2656.367158289228
887,LCS,Spring,2018,100 Thieves,2749.4597167945103
887,LCS,Spring,2018,NRG Esports,
